mention_id,chunk_id,entity_id,char_offset
M00009092,CHK00288_012,ENT00225,107
M00009093,CHK00288_012,ENT00011,489
M00009094,CHK00289_000,ENT00572,450
M00009095,CHK00289_000,ENT00479,121
M00009096,CHK00289_001,ENT00311,372
M00009097,CHK00289_001,ENT00466,250
M00009098,CHK00289_001,ENT00336,103
M00009099,CHK00289_001,ENT00278,344
M00009100,CHK00289_002,ENT00469,186
M00009101,CHK00289_002,ENT00546,421
M00009102,CHK00289_002,ENT00069,405
M00009103,CHK00289_002,ENT00317,199
M00009104,CHK00289_003,ENT00032,339
M00009105,CHK00289_004,ENT00411,462
M00009106,CHK00289_004,ENT00554,434
M00009107,CHK00289_005,ENT00321,16
M00009108,CHK00289_005,ENT00439,242
M00009109,CHK00289_005,ENT00284,438
M00009110,CHK00289_005,ENT00219,365
M00009111,CHK00289_006,ENT00464,301
M00009112,CHK00289_006,ENT00069,51
M00009113,CHK00289_006,ENT00434,198
M00009114,CHK00289_006,ENT00590,163
M00009115,CHK00289_007,ENT00550,284
M00009116,CHK00289_007,ENT00339,469
M00009117,CHK00289_007,ENT00450,365
M00009118,CHK00289_008,ENT00163,496
M00009119,CHK00289_008,ENT00562,73
M00009120,CHK00289_008,ENT00068,430
M00009121,CHK00289_008,ENT00566,394
M00009122,CHK00289_009,ENT00168,489
M00009123,CHK00289_009,ENT00264,344
M00009124,CHK00289_009,ENT00591,298
M00009125,CHK00289_010,ENT00102,398
M00009126,CHK00289_010,ENT00356,171
M00009127,CHK00289_010,ENT00573,448
M00009128,CHK00289_011,ENT00219,104
M00009129,CHK00289_011,ENT00466,63
M00009130,CHK00289_011,ENT00426,271
M00009131,CHK00289_012,ENT00445,384
M00009132,CHK00289_013,ENT00037,210
M00009133,CHK00289_013,ENT00455,23
M00009134,CHK00289_013,ENT00378,76
M00009135,CHK00289_014,ENT00041,81
M00009136,CHK00289_014,ENT00455,299
M00009137,CHK00289_014,ENT00497,210
M00009138,CHK00289_015,ENT00464,380
M00009139,CHK00289_015,ENT00211,136
M00009140,CHK00290_000,ENT00420,323
M00009141,CHK00290_000,ENT00417,421
M00009142,CHK00290_001,ENT00573,466
M00009143,CHK00290_001,ENT00249,30
M00009144,CHK00290_001,ENT00495,429
M00009145,CHK00290_001,ENT00068,358
M00009146,CHK00290_002,ENT00440,354
M00009147,CHK00290_003,ENT00109,243
M00009148,CHK00290_004,ENT00386,150
M00009149,CHK00290_004,ENT00060,61
M00009150,CHK00290_004,ENT00047,102
M00009151,CHK00290_005,ENT00476,397
M00009152,CHK00290_005,ENT00360,0
M00009153,CHK00290_005,ENT00151,224
M00009154,CHK00290_005,ENT00491,56
M00009155,CHK00290_006,ENT00105,379
M00009156,CHK00290_006,ENT00449,490
M00009157,CHK00290_006,ENT00440,166
M00009158,CHK00290_006,ENT00218,4
M00009159,CHK00290_007,ENT00301,107
M00009160,CHK00290_008,ENT00035,126
M00009161,CHK00290_008,ENT00147,486
M00009162,CHK00290_008,ENT00356,36
M00009163,CHK00290_008,ENT00319,202
M00009164,CHK00290_009,ENT00343,27
M00009165,CHK00290_009,ENT00428,422
M00009166,CHK00290_010,ENT00209,223
M00009167,CHK00290_011,ENT00402,121
M00009168,CHK00290_011,ENT00066,131
M00009169,CHK00290_012,ENT00095,79
M00009170,CHK00290_012,ENT00138,405
M00009171,CHK00290_013,ENT00332,119
M00009172,CHK00290_014,ENT00226,359
M00009173,CHK00290_014,ENT00342,85
M00009174,CHK00290_014,ENT00229,483
M00009175,CHK00290_015,ENT00531,488
M00009176,CHK00290_015,ENT00032,170
M00009177,CHK00290_016,ENT00571,182
M00009178,CHK00290_016,ENT00573,170
M00009179,CHK00290_016,ENT00394,426
M00009180,CHK00290_016,ENT00303,190
M00009181,CHK00290_017,ENT00451,5
M00009182,CHK00290_018,ENT00575,204
M00009183,CHK00290_019,ENT00177,305
M00009184,CHK00290_019,ENT00325,77
M00009185,CHK00290_019,ENT00574,447
M00009186,CHK00290_019,ENT00406,204
M00009187,CHK00291_000,ENT00064,247
M00009188,CHK00291_000,ENT00374,409
M00009189,CHK00291_000,ENT00089,389
M00009190,CHK00291_001,ENT00223,232
M00009191,CHK00291_001,ENT00068,410
M00009192,CHK00291_001,ENT00176,101
M00009193,CHK00291_002,ENT00433,480
M00009194,CHK00291_002,ENT00163,137
M00009195,CHK00291_002,ENT00114,213
M00009196,CHK00291_002,ENT00202,390
M00009197,CHK00291_003,ENT00327,76
M00009198,CHK00291_004,ENT00460,48
M00009199,CHK00291_004,ENT00040,1
M00009200,CHK00291_004,ENT00522,54
M00009201,CHK00291_005,ENT00044,126
M00009202,CHK00291_005,ENT00568,229
M00009203,CHK00291_005,ENT00257,393
M00009204,CHK00291_006,ENT00499,386
M00009205,CHK00291_007,ENT00337,436
M00009206,CHK00291_008,ENT00348,17
M00009207,CHK00291_009,ENT00038,35
M00009208,CHK00291_009,ENT00188,49
M00009209,CHK00291_009,ENT00108,210
M00009210,CHK00291_009,ENT00241,359
M00009211,CHK00292_000,ENT00432,58
M00009212,CHK00292_000,ENT00264,76
M00009213,CHK00292_000,ENT00147,361
M00009214,CHK00292_000,ENT00517,350
M00009215,CHK00292_001,ENT00521,299
M00009216,CHK00292_001,ENT00573,461
M00009217,CHK00292_001,ENT00269,353
M00009218,CHK00292_002,ENT00250,114
M00009219,CHK00292_003,ENT00362,200
M00009220,CHK00292_003,ENT00507,181
M00009221,CHK00292_003,ENT00122,251
M00009222,CHK00292_003,ENT00429,435
M00009223,CHK00292_004,ENT00240,345
M00009224,CHK00292_004,ENT00513,385
M00009225,CHK00292_004,ENT00583,202
M00009226,CHK00292_005,ENT00577,97
M00009227,CHK00292_005,ENT00330,406
M00009228,CHK00292_006,ENT00151,197
M00009229,CHK00292_006,ENT00277,130
M00009230,CHK00292_006,ENT00565,48
M00009231,CHK00292_006,ENT00500,469
M00009232,CHK00292_007,ENT00371,164
M00009233,CHK00292_007,ENT00501,278
M00009234,CHK00292_007,ENT00257,203
M00009235,CHK00292_008,ENT00516,125
M00009236,CHK00292_008,ENT00204,159
M00009237,CHK00292_008,ENT00590,452
M00009238,CHK00292_009,ENT00144,271
M00009239,CHK00292_009,ENT00485,180
M00009240,CHK00292_009,ENT00527,289
M00009241,CHK00292_010,ENT00182,340
M00009242,CHK00292_010,ENT00379,468
M00009243,CHK00292_011,ENT00084,240
M00009244,CHK00292_011,ENT00178,174
M00009245,CHK00292_012,ENT00347,420
M00009246,CHK00292_012,ENT00481,383
M00009247,CHK00292_012,ENT00574,398
M00009248,CHK00292_013,ENT00526,45
M00009249,CHK00292_013,ENT00018,440
M00009250,CHK00293_000,ENT00585,114
M00009251,CHK00293_000,ENT00293,397
M00009252,CHK00293_000,ENT00273,186
M00009253,CHK00293_000,ENT00465,341
M00009254,CHK00293_001,ENT00252,380
M00009255,CHK00293_001,ENT00074,111
M00009256,CHK00293_001,ENT00031,95
M00009257,CHK00293_002,ENT00479,216
M00009258,CHK00293_002,ENT00586,327
M00009259,CHK00293_002,ENT00051,249
M00009260,CHK00293_002,ENT00434,491
M00009261,CHK00293_003,ENT00062,151
M00009262,CHK00293_004,ENT00479,88
M00009263,CHK00293_004,ENT00571,201
M00009264,CHK00294_000,ENT00227,72
M00009265,CHK00294_000,ENT00192,68
M00009266,CHK00294_000,ENT00289,166
M00009267,CHK00294_001,ENT00137,65
M00009268,CHK00294_001,ENT00270,184
M00009269,CHK00294_002,ENT00456,84
M00009270,CHK00294_002,ENT00347,54
M00009271,CHK00294_002,ENT00049,337
M00009272,CHK00294_003,ENT00035,271
M00009273,CHK00294_003,ENT00232,117
M00009274,CHK00294_003,ENT00387,298
M00009275,CHK00294_003,ENT00194,423
M00009276,CHK00294_004,ENT00016,236
M00009277,CHK00294_004,ENT00292,169
M00009278,CHK00294_005,ENT00057,349
M00009279,CHK00294_005,ENT00392,301
M00009280,CHK00294_005,ENT00590,90
M00009281,CHK00294_005,ENT00250,269
M00009282,CHK00294_006,ENT00417,364
M00009283,CHK00294_006,ENT00083,340
M00009284,CHK00294_006,ENT00429,360
M00009285,CHK00294_007,ENT00532,389
M00009286,CHK00294_008,ENT00297,69
M00009287,CHK00294_008,ENT00335,360
M00009288,CHK00294_008,ENT00599,497
M00009289,CHK00294_009,ENT00177,44
M00009290,CHK00294_009,ENT00235,316
M00009291,CHK00294_009,ENT00340,143
M00009292,CHK00294_009,ENT00052,235
M00009293,CHK00294_010,ENT00410,258
M00009294,CHK00294_010,ENT00201,468
M00009295,CHK00294_011,ENT00583,321
M00009296,CHK00294_011,ENT00087,323
M00009297,CHK00294_011,ENT00490,78
M00009298,CHK00294_011,ENT00567,414
M00009299,CHK00294_012,ENT00023,403
M00009300,CHK00294_013,ENT00426,163
M00009301,CHK00294_013,ENT00059,43
M00009302,CHK00294_013,ENT00404,164
M00009303,CHK00294_013,ENT00186,250
M00009304,CHK00294_014,ENT00578,358
M00009305,CHK00294_015,ENT00523,4
M00009306,CHK00294_016,ENT00187,247
M00009307,CHK00294_016,ENT00279,439
M00009308,CHK00294_016,ENT00160,344
M00009309,CHK00294_016,ENT00178,460
M00009310,CHK00294_017,ENT00045,58
M00009311,CHK00294_017,ENT00353,233
M00009312,CHK00294_018,ENT00065,442
M00009313,CHK00294_018,ENT00184,465
M00009314,CHK00294_018,ENT00222,131
M00009315,CHK00294_019,ENT00382,227
M00009316,CHK00294_019,ENT00458,108
M00009317,CHK00294_019,ENT00495,128
M00009318,CHK00294_019,ENT00509,462
M00009319,CHK00295_000,ENT00094,467
M00009320,CHK00295_000,ENT00262,244
M00009321,CHK00295_000,ENT00001,38
M00009322,CHK00295_000,ENT00481,322
M00009323,CHK00295_001,ENT00492,431
M00009324,CHK00295_002,ENT00485,235
M00009325,CHK00295_002,ENT00155,61
M00009326,CHK00295_002,ENT00092,384
M00009327,CHK00295_003,ENT00433,111
M00009328,CHK00295_003,ENT00512,78
M00009329,CHK00295_003,ENT00250,178
M00009330,CHK00295_003,ENT00051,387
M00009331,CHK00295_004,ENT00147,272
M00009332,CHK00295_004,ENT00371,228
M00009333,CHK00295_004,ENT00333,372
M00009334,CHK00295_005,ENT00056,338
M00009335,CHK00295_006,ENT00395,93
M00009336,CHK00295_006,ENT00274,348
M00009337,CHK00295_006,ENT00425,193
M00009338,CHK00295_006,ENT00073,45
M00009339,CHK00295_007,ENT00586,202
M00009340,CHK00295_008,ENT00261,444
M00009341,CHK00295_008,ENT00228,390
M00009342,CHK00295_008,ENT00594,19
M00009343,CHK00295_009,ENT00063,333
M00009344,CHK00295_010,ENT00367,347
M00009345,CHK00295_011,ENT00056,46
M00009346,CHK00295_011,ENT00307,104
M00009347,CHK00295_011,ENT00513,379
M00009348,CHK00295_011,ENT00110,334
M00009349,CHK00295_012,ENT00425,476
M00009350,CHK00295_012,ENT00373,81
M00009351,CHK00295_013,ENT00471,184
M00009352,CHK00295_013,ENT00480,152
M00009353,CHK00295_013,ENT00062,264
M00009354,CHK00295_013,ENT00342,303
M00009355,CHK00296_000,ENT00489,25
M00009356,CHK00296_000,ENT00009,336
M00009357,CHK00296_001,ENT00217,65
M00009358,CHK00296_002,ENT00160,32
M00009359,CHK00296_003,ENT00077,246
M00009360,CHK00296_003,ENT00368,42
M00009361,CHK00296_003,ENT00511,354
M00009362,CHK00296_004,ENT00176,369
M00009363,CHK00296_004,ENT00383,302
M00009364,CHK00296_004,ENT00064,180
M00009365,CHK00296_005,ENT00571,112
M00009366,CHK00296_005,ENT00160,354
M00009367,CHK00296_005,ENT00158,188
M00009368,CHK00296_006,ENT00199,280
M00009369,CHK00296_006,ENT00005,398
M00009370,CHK00296_006,ENT00154,445
M00009371,CHK00296_006,ENT00151,365
M00009372,CHK00296_007,ENT00365,278
M00009373,CHK00296_007,ENT00147,437
M00009374,CHK00296_008,ENT00419,482
M00009375,CHK00296_008,ENT00307,80
M00009376,CHK00296_008,ENT00496,210
M00009377,CHK00296_009,ENT00532,52
M00009378,CHK00296_009,ENT00251,388
M00009379,CHK00296_010,ENT00538,279
M00009380,CHK00296_011,ENT00359,277
M00009381,CHK00296_011,ENT00026,56
M00009382,CHK00296_011,ENT00346,333
M00009383,CHK00296_012,ENT00575,463
M00009384,CHK00296_013,ENT00081,415
M00009385,CHK00296_013,ENT00217,395
M00009386,CHK00296_013,ENT00457,373
M00009387,CHK00296_013,ENT00544,280
M00009388,CHK00297_000,ENT00239,418
M00009389,CHK00297_000,ENT00307,227
M00009390,CHK00297_001,ENT00159,470
M00009391,CHK00297_001,ENT00440,456
M00009392,CHK00297_002,ENT00000,248
M00009393,CHK00297_002,ENT00185,148
M00009394,CHK00297_002,ENT00223,105
M00009395,CHK00297_003,ENT00008,129
M00009396,CHK00297_003,ENT00327,242
M00009397,CHK00297_003,ENT00003,66
M00009398,CHK00297_004,ENT00167,486
M00009399,CHK00297_004,ENT00077,300
M00009400,CHK00297_004,ENT00276,249
M00009401,CHK00297_004,ENT00363,230
M00009402,CHK00297_005,ENT00594,47
M00009403,CHK00297_005,ENT00117,224
M00009404,CHK00297_005,ENT00570,384
M00009405,CHK00297_006,ENT00541,230
M00009406,CHK00297_006,ENT00539,412
M00009407,CHK00297_006,ENT00358,153
M00009408,CHK00297_006,ENT00536,259
M00009409,CHK00297_007,ENT00268,33
M00009410,CHK00297_007,ENT00270,470
M00009411,CHK00297_007,ENT00399,222
M00009412,CHK00297_008,ENT00256,121
M00009413,CHK00297_008,ENT00488,224
M00009414,CHK00297_008,ENT00494,327
M00009415,CHK00297_008,ENT00284,80
M00009416,CHK00297_009,ENT00455,402
M00009417,CHK00297_009,ENT00378,438
M00009418,CHK00297_009,ENT00392,469
M00009419,CHK00297_009,ENT00074,317
M00009420,CHK00297_010,ENT00340,434
M00009421,CHK00297_010,ENT00382,498
M00009422,CHK00297_010,ENT00504,113
M00009423,CHK00297_010,ENT00550,64
M00009424,CHK00297_011,ENT00327,146
M00009425,CHK00297_012,ENT00033,34
M00009426,CHK00297_012,ENT00330,292
M00009427,CHK00297_012,ENT00580,114
M00009428,CHK00297_013,ENT00105,126
M00009429,CHK00297_013,ENT00137,480
M00009430,CHK00297_013,ENT00192,452
M00009431,CHK00297_013,ENT00239,466
M00009432,CHK00297_014,ENT00199,160
M00009433,CHK00297_014,ENT00377,477
M00009434,CHK00297_014,ENT00483,464
M00009435,CHK00298_000,ENT00573,258
M00009436,CHK00298_000,ENT00500,333
M00009437,CHK00298_000,ENT00333,440
M00009438,CHK00298_000,ENT00481,282
M00009439,CHK00298_001,ENT00253,112
M00009440,CHK00298_001,ENT00048,297
M00009441,CHK00298_001,ENT00480,328
M00009442,CHK00298_001,ENT00466,416
M00009443,CHK00298_002,ENT00343,351
M00009444,CHK00298_002,ENT00011,329
M00009445,CHK00298_002,ENT00056,149
M00009446,CHK00298_003,ENT00027,8
M00009447,CHK00298_003,ENT00083,475
M00009448,CHK00298_004,ENT00364,81
M00009449,CHK00298_004,ENT00151,176
M00009450,CHK00298_004,ENT00459,148
M00009451,CHK00298_004,ENT00529,197
M00009452,CHK00298_005,ENT00359,217
M00009453,CHK00298_006,ENT00168,46
M00009454,CHK00298_006,ENT00284,366
M00009455,CHK00298_006,ENT00323,450
M00009456,CHK00298_006,ENT00566,302
M00009457,CHK00298_007,ENT00205,186
M00009458,CHK00298_007,ENT00563,100
M00009459,CHK00298_007,ENT00002,379
M00009460,CHK00298_008,ENT00379,393
M00009461,CHK00298_008,ENT00034,232
M00009462,CHK00298_009,ENT00186,54
M00009463,CHK00298_009,ENT00066,162
M00009464,CHK00298_009,ENT00131,198
M00009465,CHK00298_009,ENT00547,280
M00009466,CHK00298_010,ENT00495,479
M00009467,CHK00298_010,ENT00533,170
M00009468,CHK00298_011,ENT00114,491
M00009469,CHK00298_011,ENT00295,371
M00009470,CHK00298_012,ENT00579,424
M00009471,CHK00298_012,ENT00036,490
M00009472,CHK00298_013,ENT00435,475
M00009473,CHK00298_013,ENT00528,63
M00009474,CHK00298_014,ENT00047,190
M00009475,CHK00298_014,ENT00408,478
M00009476,CHK00298_014,ENT00486,179
M00009477,CHK00298_014,ENT00492,288
M00009478,CHK00298_015,ENT00102,483
M00009479,CHK00298_015,ENT00003,381
M00009480,CHK00298_015,ENT00326,387
M00009481,CHK00298_016,ENT00026,321
M00009482,CHK00299_000,ENT00047,10
M00009483,CHK00299_000,ENT00539,78
M00009484,CHK00299_001,ENT00310,207
M00009485,CHK00299_001,ENT00593,194
M00009486,CHK00299_001,ENT00250,7
M00009487,CHK00299_001,ENT00119,267
M00009488,CHK00299_002,ENT00236,331
M00009489,CHK00299_003,ENT00042,446
M00009490,CHK00299_004,ENT00133,11
M00009491,CHK00299_004,ENT00489,207
M00009492,CHK00299_005,ENT00356,403
M00009493,CHK00299_005,ENT00518,335
M00009494,CHK00299_005,ENT00041,201
M00009495,CHK00299_005,ENT00230,108
M00009496,CHK00299_006,ENT00496,19
M00009497,CHK00299_007,ENT00266,331
M00009498,CHK00299_007,ENT00278,325
M00009499,CHK00299_008,ENT00365,9
M00009500,CHK00299_008,ENT00216,139
M00009501,CHK00299_008,ENT00561,359
M00009502,CHK00299_009,ENT00589,192
M00009503,CHK00299_010,ENT00215,487
M00009504,CHK00299_010,ENT00075,302
M00009505,CHK00299_010,ENT00509,256
M00009506,CHK00299_010,ENT00014,495
M00009507,CHK00299_011,ENT00228,457
M00009508,CHK00299_012,ENT00388,281
M00009509,CHK00299_012,ENT00111,49
M00009510,CHK00299_012,ENT00184,186
M00009511,CHK00299_013,ENT00418,189
M00009512,CHK00299_013,ENT00394,224
M00009513,CHK00299_013,ENT00157,118
M00009514,CHK00299_014,ENT00110,303
M00009515,CHK00299_014,ENT00130,256
M00009516,CHK00299_014,ENT00451,231
M00009517,CHK00299_014,ENT00412,202
M00009518,CHK00299_015,ENT00510,250
M00009519,CHK00299_015,ENT00598,143
M00009520,CHK00299_015,ENT00316,186
M00009521,CHK00299_016,ENT00122,45
M00009522,CHK00299_016,ENT00477,388
M00009523,CHK00299_016,ENT00237,172
M00009524,CHK00299_016,ENT00225,396
M00009525,CHK00299_017,ENT00271,427
M00009526,CHK00299_018,ENT00268,94
M00009527,CHK00299_018,ENT00107,220
M00009528,CHK00299_018,ENT00378,133
M00009529,CHK00299_019,ENT00292,337
M00009530,CHK00299_019,ENT00377,344
M00009531,CHK00299_019,ENT00263,429
M00009532,CHK00299_019,ENT00088,293
M00009533,CHK00300_000,ENT00138,413
M00009534,CHK00300_000,ENT00021,98
M00009535,CHK00300_000,ENT00193,227
M00009536,CHK00300_000,ENT00560,126
M00009537,CHK00300_001,ENT00497,144
M00009538,CHK00300_002,ENT00445,97
M00009539,CHK00300_002,ENT00126,180
M00009540,CHK00300_003,ENT00394,101
M00009541,CHK00300_003,ENT00088,73
M00009542,CHK00300_003,ENT00570,418
M00009543,CHK00300_004,ENT00352,294
M00009544,CHK00300_004,ENT00074,341
M00009545,CHK00300_004,ENT00009,180
M00009546,CHK00300_005,ENT00376,205
M00009547,CHK00300_006,ENT00449,80
M00009548,CHK00300_007,ENT00216,271
M00009549,CHK00300_007,ENT00500,479
M00009550,CHK00300_008,ENT00462,124
M00009551,CHK00300_008,ENT00253,79
M00009552,CHK00300_009,ENT00444,406
M00009553,CHK00300_009,ENT00343,260
M00009554,CHK00300_009,ENT00518,440
M00009555,CHK00300_010,ENT00550,298
M00009556,CHK00300_010,ENT00457,351
M00009557,CHK00300_010,ENT00468,77
M00009558,CHK00300_010,ENT00301,499
M00009559,CHK00300_011,ENT00506,209
M00009560,CHK00300_011,ENT00160,258
M00009561,CHK00300_011,ENT00412,133
M00009562,CHK00300_012,ENT00191,97
M00009563,CHK00300_012,ENT00032,38
M00009564,CHK00300_013,ENT00349,124
M00009565,CHK00300_014,ENT00104,407
M00009566,CHK00300_014,ENT00326,498
M00009567,CHK00300_015,ENT00255,69
M00009568,CHK00300_015,ENT00433,275
M00009569,CHK00300_016,ENT00198,181
M00009570,CHK00300_016,ENT00073,141
M00009571,CHK00300_016,ENT00112,396
M00009572,CHK00300_017,ENT00325,296
M00009573,CHK00300_018,ENT00012,120
M00009574,CHK00300_018,ENT00512,366
M00009575,CHK00300_018,ENT00430,194
M00009576,CHK00300_018,ENT00187,180
M00009577,CHK00300_019,ENT00178,282
M00009578,CHK00300_019,ENT00146,327
M00009579,CHK00300_019,ENT00318,309
M00009580,CHK00300_019,ENT00506,67
M00009581,CHK00301_000,ENT00250,172
M00009582,CHK00301_001,ENT00033,443
M00009583,CHK00301_001,ENT00079,245
M00009584,CHK00301_001,ENT00330,432
M00009585,CHK00301_002,ENT00577,313
M00009586,CHK00301_003,ENT00383,214
M00009587,CHK00301_003,ENT00050,282
M00009588,CHK00301_003,ENT00546,47
M00009589,CHK00301_003,ENT00219,390
M00009590,CHK00301_004,ENT00200,42
M00009591,CHK00301_004,ENT00055,472
M00009592,CHK00301_004,ENT00538,143
M00009593,CHK00301_004,ENT00464,386
M00009594,CHK00301_005,ENT00158,13
M00009595,CHK00301_006,ENT00181,3
M00009596,CHK00301_006,ENT00407,323
M00009597,CHK00301_006,ENT00040,90
M00009598,CHK00301_006,ENT00493,333
M00009599,CHK00301_007,ENT00535,32
M00009600,CHK00301_007,ENT00547,118
M00009601,CHK00301_007,ENT00542,86
M00009602,CHK00301_007,ENT00175,236
M00009603,CHK00301_008,ENT00156,88
M00009604,CHK00301_008,ENT00212,69
M00009605,CHK00301_009,ENT00563,250
M00009606,CHK00301_009,ENT00302,394
M00009607,CHK00301_010,ENT00369,279
M00009608,CHK00301_010,ENT00274,26
M00009609,CHK00301_010,ENT00465,29
M00009610,CHK00301_011,ENT00409,306
M00009611,CHK00301_011,ENT00420,427
M00009612,CHK00301_012,ENT00344,276
M00009613,CHK00301_012,ENT00557,252
M00009614,CHK00301_012,ENT00249,184
M00009615,CHK00301_013,ENT00032,59
M00009616,CHK00301_013,ENT00595,227
M00009617,CHK00301_013,ENT00055,404
M00009618,CHK00301_013,ENT00192,74
M00009619,CHK00301_014,ENT00512,98
M00009620,CHK00301_014,ENT00002,107
M00009621,CHK00301_014,ENT00289,121
M00009622,CHK00301_015,ENT00270,42
M00009623,CHK00301_015,ENT00018,159
M00009624,CHK00301_015,ENT00118,207
M00009625,CHK00301_015,ENT00049,15
M00009626,CHK00301_016,ENT00190,85
M00009627,CHK00301_016,ENT00007,89
M00009628,CHK00301_016,ENT00445,414
M00009629,CHK00301_017,ENT00133,428
M00009630,CHK00301_017,ENT00395,479
M00009631,CHK00301_017,ENT00408,116
M00009632,CHK00302_000,ENT00007,32
M00009633,CHK00302_001,ENT00476,171
M00009634,CHK00302_001,ENT00256,390
M00009635,CHK00302_001,ENT00047,56
M00009636,CHK00302_002,ENT00422,326
M00009637,CHK00302_002,ENT00451,183
M00009638,CHK00302_002,ENT00238,80
M00009639,CHK00302_003,ENT00244,56
M00009640,CHK00302_003,ENT00370,122
M00009641,CHK00302_003,ENT00186,333
M00009642,CHK00302_003,ENT00270,483
M00009643,CHK00302_004,ENT00490,212
M00009644,CHK00302_004,ENT00100,167
M00009645,CHK00302_004,ENT00055,380
M00009646,CHK00302_004,ENT00406,216
M00009647,CHK00302_005,ENT00375,225
M00009648,CHK00302_005,ENT00456,227
M00009649,CHK00302_006,ENT00345,365
M00009650,CHK00302_006,ENT00196,253
M00009651,CHK00302_006,ENT00154,442
M00009652,CHK00302_006,ENT00131,349
M00009653,CHK00302_007,ENT00410,417
M00009654,CHK00302_008,ENT00068,132
M00009655,CHK00303_000,ENT00222,38
M00009656,CHK00303_000,ENT00076,472
M00009657,CHK00303_000,ENT00208,379
M00009658,CHK00303_000,ENT00454,240
M00009659,CHK00303_001,ENT00317,277
M00009660,CHK00303_001,ENT00325,180
M00009661,CHK00303_001,ENT00054,243
M00009662,CHK00303_002,ENT00412,198
M00009663,CHK00303_002,ENT00091,53
M00009664,CHK00303_002,ENT00472,105
M00009665,CHK00303_002,ENT00029,332
M00009666,CHK00303_003,ENT00218,340
M00009667,CHK00303_003,ENT00545,487
M00009668,CHK00303_003,ENT00226,267
M00009669,CHK00303_003,ENT00092,323
M00009670,CHK00303_004,ENT00366,15
M00009671,CHK00303_004,ENT00432,32
M00009672,CHK00303_004,ENT00265,291
M00009673,CHK00303_004,ENT00012,32
M00009674,CHK00303_005,ENT00297,62
M00009675,CHK00303_005,ENT00076,215
M00009676,CHK00303_006,ENT00125,129
M00009677,CHK00303_007,ENT00540,117
M00009678,CHK00303_007,ENT00149,487
M00009679,CHK00303_007,ENT00129,431
M00009680,CHK00303_008,ENT00075,216
M00009681,CHK00303_008,ENT00081,471
M00009682,CHK00303_009,ENT00100,121
M00009683,CHK00303_009,ENT00346,142
M00009684,CHK00303_009,ENT00152,470
M00009685,CHK00303_010,ENT00332,50
M00009686,CHK00303_010,ENT00192,484
M00009687,CHK00303_010,ENT00239,221
M00009688,CHK00303_011,ENT00105,243
M00009689,CHK00303_011,ENT00098,475
M00009690,CHK00303_011,ENT00218,334
M00009691,CHK00303_012,ENT00247,278
M00009692,CHK00303_012,ENT00107,306
M00009693,CHK00303_012,ENT00012,434
M00009694,CHK00303_012,ENT00508,350
M00009695,CHK00303_013,ENT00463,57
M00009696,CHK00303_013,ENT00384,285
M00009697,CHK00303_013,ENT00054,409
M00009698,CHK00304_000,ENT00246,190
M00009699,CHK00304_000,ENT00243,335
M00009700,CHK00304_000,ENT00273,424
M00009701,CHK00304_000,ENT00228,334
M00009702,CHK00304_001,ENT00159,39
M00009703,CHK00304_001,ENT00371,340
M00009704,CHK00304_001,ENT00247,414
M00009705,CHK00304_002,ENT00084,466
M00009706,CHK00304_003,ENT00367,86
M00009707,CHK00304_004,ENT00543,136
M00009708,CHK00304_005,ENT00294,218
M00009709,CHK00304_005,ENT00078,481
M00009710,CHK00304_006,ENT00181,261
M00009711,CHK00304_006,ENT00499,500
M00009712,CHK00304_006,ENT00525,272
M00009713,CHK00304_006,ENT00026,376
M00009714,CHK00304_007,ENT00471,479
M00009715,CHK00304_008,ENT00247,94
M00009716,CHK00304_008,ENT00083,168
M00009717,CHK00304_009,ENT00531,482
M00009718,CHK00304_009,ENT00352,387
M00009719,CHK00304_010,ENT00094,405
M00009720,CHK00304_010,ENT00194,89
M00009721,CHK00304_010,ENT00285,254
M00009722,CHK00304_011,ENT00184,369
M00009723,CHK00304_011,ENT00103,77
M00009724,CHK00304_011,ENT00316,6
M00009725,CHK00304_012,ENT00520,316
M00009726,CHK00304_012,ENT00466,362
M00009727,CHK00304_012,ENT00067,315
M00009728,CHK00304_013,ENT00337,487
M00009729,CHK00304_013,ENT00231,445
M00009730,CHK00305_000,ENT00186,235
M00009731,CHK00305_000,ENT00500,299
M00009732,CHK00305_000,ENT00215,178
M00009733,CHK00305_001,ENT00130,298
M00009734,CHK00305_002,ENT00075,122
M00009735,CHK00305_003,ENT00182,444
M00009736,CHK00305_004,ENT00106,71
M00009737,CHK00305_004,ENT00174,421
M00009738,CHK00305_004,ENT00216,373
M00009739,CHK00305_005,ENT00571,247
M00009740,CHK00305_006,ENT00060,299
M00009741,CHK00305_006,ENT00589,425
M00009742,CHK00305_006,ENT00311,426
M00009743,CHK00305_006,ENT00212,53
M00009744,CHK00305_007,ENT00575,105
M00009745,CHK00305_007,ENT00450,245
M00009746,CHK00305_007,ENT00531,316
M00009747,CHK00305_008,ENT00567,332
M00009748,CHK00305_008,ENT00190,27
M00009749,CHK00305_008,ENT00143,264
M00009750,CHK00305_008,ENT00384,3
M00009751,CHK00305_009,ENT00276,402
M00009752,CHK00305_009,ENT00557,395
M00009753,CHK00305_009,ENT00572,411
M00009754,CHK00305_010,ENT00448,63
M00009755,CHK00305_010,ENT00236,49
M00009756,CHK00305_010,ENT00556,114
