shipment_id,product_id,warehouse_id,shipped_at,delivered_at,status,quantity,carrier
SH0003418,PR00004,WH003,2025-06-30T00:00:00,2025-07-04T00:00:00,delivered,3324,UPS
SH0003419,PR00387,WH009,2025-04-02T00:00:00,2025-04-06T00:00:00,delivered,1546,USPS
SH0003420,PR00389,WH008,2024-07-03T00:00:00,2024-07-15T00:00:00,delivered,1389,UPS
SH0003421,PR00125,WH008,2024-03-30T00:00:00,2024-04-05T00:00:00,delivered,1434,USPS
SH0003422,PR00005,WH000,2025-09-12T00:00:00,2025-09-24T00:00:00,delivered,1395,Maersk
SH0003423,PR00020,WH004,2025-02-23T00:00:00,2025-03-03T00:00:00,delivered,2808,FedEx
SH0003424,PR00297,WH011,2025-03-16T00:00:00,2025-03-21T00:00:00,delivered,3910,DHL
SH0003425,PR00331,WH001,2024-01-20T00:00:00,2024-01-25T00:00:00,delivered,409,FedEx
SH0003426,PR00294,WH007,2024-09-08T00:00:00,2024-09-15T00:00:00,delivered,4414,USPS
SH0003427,PR00090,WH004,2024-06-13T00:00:00,2024-06-19T00:00:00,in_transit,768,FedEx
SH0003428,PR00303,WH007,2025-01-26T00:00:00,2025-01-28T00:00:00,delivered,3440,FedEx
SH0003429,PR00270,WH004,2025-04-17T00:00:00,2025-05-22T00:00:00,delivered,2625,Maersk
SH0003430,PR00143,WH012,2024-04-23T00:00:00,2024-05-05T00:00:00,delivered,450,Maersk
SH0003431,PR00223,WH004,2025-02-04T00:00:00,2025-02-10T00:00:00,delivered,4307,DHL
SH0003432,PR00005,WH000,2025-08-09T00:00:00,2025-08-16T00:00:00,delivered,1422,UPS
SH0003433,PR00138,WH013,2024-04-02T00:00:00,2024-04-11T00:00:00,in_transit,1202,UPS
SH0003434,PR00344,WH003,2024-07-29T00:00:00,2024-08-03T00:00:00,delivered,940,FedEx
SH0003435,PR00329,WH019,2024-09-22T00:00:00,2024-09-28T00:00:00,delivered,3566,DHL
SH0003436,PR00070,WH006,2024-04-11T00:00:00,2024-04-19T00:00:00,delivered,2357,FedEx
SH0003437,PR00383,WH006,2025-04-15T00:00:00,2025-04-19T00:00:00,delivered,3182,USPS
SH0003438,PR00185,WH015,2025-03-06T00:00:00,2025-03-08T00:00:00,delivered,1708,DHL
SH0003439,PR00309,WH009,2024-07-03T00:00:00,2024-07-14T00:00:00,delayed,2273,Maersk
SH0003440,PR00035,WH015,2024-12-01T00:00:00,2025-01-17T00:00:00,delivered,4192,USPS
SH0003441,PR00225,WH000,2024-03-29T00:00:00,2024-04-07T00:00:00,delivered,4626,UPS
SH0003442,PR00088,WH009,2025-12-15T00:00:00,2025-12-19T00:00:00,delivered,1382,DHL
SH0003443,PR00286,WH007,2025-03-31T00:00:00,2025-04-29T00:00:00,delivered,2190,FedEx
SH0003444,PR00393,WH015,2024-06-21T00:00:00,2024-06-26T00:00:00,delivered,3510,DHL
SH0003445,PR00100,WH016,2025-02-02T00:00:00,2025-03-12T00:00:00,delivered,4672,FedEx
SH0003446,PR00084,WH011,2024-10-27T00:00:00,2024-11-06T00:00:00,delivered,1847,Maersk
SH0003447,PR00389,WH004,2025-03-04T00:00:00,2025-03-14T00:00:00,delivered,2301,Maersk
SH0003448,PR00088,WH006,2025-06-12T00:00:00,2025-06-20T00:00:00,delivered,2181,FedEx
SH0003449,PR00334,WH000,2024-01-04T00:00:00,2024-01-15T00:00:00,delivered,4104,DHL
SH0003450,PR00320,WH010,2025-05-08T00:00:00,2025-05-14T00:00:00,delivered,3202,DHL
SH0003451,PR00120,WH010,2025-08-27T00:00:00,2025-09-07T00:00:00,delivered,267,USPS
SH0003452,PR00399,WH007,2025-05-03T00:00:00,2025-05-13T00:00:00,delivered,3501,FedEx
SH0003453,PR00156,WH015,2025-10-25T00:00:00,2025-12-04T00:00:00,delivered,769,DHL
SH0003454,PR00113,WH014,2025-06-01T00:00:00,2025-06-11T00:00:00,delivered,1739,Maersk
SH0003455,PR00026,WH012,2025-01-19T00:00:00,2025-01-22T00:00:00,delivered,3698,DHL
SH0003456,PR00212,WH008,2025-02-28T00:00:00,2025-03-09T00:00:00,delivered,3177,UPS
SH0003457,PR00206,WH017,2024-03-09T00:00:00,2024-03-16T00:00:00,delivered,714,USPS
SH0003458,PR00190,WH016,2025-09-15T00:00:00,2025-09-26T00:00:00,delivered,490,UPS
SH0003459,PR00231,WH015,2025-12-13T00:00:00,2026-01-07T00:00:00,delivered,902,FedEx
SH0003460,PR00397,WH016,2024-11-11T00:00:00,2024-11-18T00:00:00,delivered,3723,USPS
SH0003461,PR00197,WH000,2024-10-24T00:00:00,2024-10-29T00:00:00,delivered,3510,FedEx
SH0003462,PR00172,WH001,2024-08-21T00:00:00,2024-08-26T00:00:00,delivered,3481,USPS
SH0003463,PR00260,WH007,2024-08-04T00:00:00,2024-08-06T00:00:00,delivered,3605,UPS
SH0003464,PR00011,WH012,2025-04-27T00:00:00,2025-04-30T00:00:00,delivered,1112,UPS
SH0003465,PR00376,WH005,2025-03-06T00:00:00,2025-03-14T00:00:00,in_transit,3895,USPS
SH0003466,PR00328,WH008,2024-03-24T00:00:00,2024-04-04T00:00:00,delivered,4194,Maersk
SH0003467,PR00260,WH016,2025-03-17T00:00:00,2025-03-24T00:00:00,delivered,2700,USPS
SH0003468,PR00023,WH012,2025-04-27T00:00:00,2025-05-02T00:00:00,delivered,1675,DHL
SH0003469,PR00348,WH005,2025-12-14T00:00:00,2025-12-24T00:00:00,delivered,4127,Maersk
SH0003470,PR00204,WH000,2024-11-18T00:00:00,2024-11-30T00:00:00,delivered,180,DHL
SH0003471,PR00292,WH004,2024-05-22T00:00:00,2024-05-25T00:00:00,delivered,481,DHL
SH0003472,PR00331,WH017,2025-03-08T00:00:00,2025-03-11T00:00:00,delivered,3289,Maersk
SH0003473,PR00015,WH013,2025-02-04T00:00:00,2025-02-09T00:00:00,delivered,502,FedEx
SH0003474,PR00205,WH005,2025-08-14T00:00:00,2025-08-26T00:00:00,in_transit,122,Maersk
SH0003475,PR00098,WH018,2025-08-18T00:00:00,2025-08-22T00:00:00,delivered,4170,USPS
SH0003476,PR00041,WH018,2025-07-03T00:00:00,2025-07-07T00:00:00,delivered,4603,UPS
SH0003477,PR00214,WH010,2024-07-27T00:00:00,2024-08-01T00:00:00,delivered,3749,FedEx
SH0003478,PR00273,WH013,2024-11-11T00:00:00,2024-11-22T00:00:00,delivered,3320,USPS
SH0003479,PR00149,WH005,2024-01-31T00:00:00,2024-02-05T00:00:00,delivered,4845,USPS
SH0003480,PR00351,WH007,2024-03-30T00:00:00,2024-04-11T00:00:00,delivered,2678,DHL
SH0003481,PR00351,WH019,2025-12-09T00:00:00,2025-12-11T00:00:00,delivered,2940,USPS
SH0003482,PR00312,WH013,2025-04-05T00:00:00,2025-04-07T00:00:00,lost,4906,UPS
SH0003483,PR00032,WH019,2024-12-14T00:00:00,2024-12-24T00:00:00,delivered,17,DHL
SH0003484,PR00132,WH019,2025-06-27T00:00:00,2025-07-01T00:00:00,delayed,2225,UPS
SH0003485,PR00287,WH016,2024-10-11T00:00:00,2024-11-21T00:00:00,delivered,445,UPS
SH0003486,PR00355,WH002,2025-04-22T00:00:00,2025-05-02T00:00:00,delivered,3863,USPS
SH0003487,PR00002,WH012,2025-10-11T00:00:00,2025-10-19T00:00:00,delayed,2221,UPS
SH0003488,PR00347,WH003,2024-12-17T00:00:00,2025-02-03T00:00:00,delivered,4751,FedEx
SH0003489,PR00052,WH012,2025-10-28T00:00:00,2025-11-03T00:00:00,in_transit,4759,UPS
SH0003490,PR00334,WH016,2024-04-05T00:00:00,2024-04-12T00:00:00,delivered,3677,FedEx
SH0003491,PR00058,WH015,2024-02-25T00:00:00,2024-03-07T00:00:00,delayed,3378,DHL
SH0003492,PR00021,WH014,2024-02-19T00:00:00,2024-02-24T00:00:00,delivered,4419,FedEx
SH0003493,PR00265,WH002,2025-04-10T00:00:00,2025-04-14T00:00:00,delivered,4332,UPS
SH0003494,PR00307,WH013,2025-07-17T00:00:00,2025-07-21T00:00:00,delivered,2425,DHL
SH0003495,PR00269,WH010,2024-01-31T00:00:00,2024-02-12T00:00:00,in_transit,3750,UPS
SH0003496,PR00264,WH016,2025-11-06T00:00:00,2025-11-17T00:00:00,delayed,4629,UPS
SH0003497,PR00328,WH014,2025-10-08T00:00:00,2025-10-14T00:00:00,delivered,3433,USPS
SH0003498,PR00001,WH013,2025-08-29T00:00:00,2025-09-10T00:00:00,delivered,4914,Maersk
SH0003499,PR00056,WH005,2025-04-28T00:00:00,2025-05-06T00:00:00,delivered,128,USPS
SH0003500,PR00016,WH016,2024-05-16T00:00:00,2024-05-18T00:00:00,delivered,984,Maersk
SH0003501,PR00029,WH005,2025-03-07T00:00:00,2025-03-12T00:00:00,delivered,2168,DHL
SH0003502,PR00137,WH006,2024-11-29T00:00:00,2024-12-10T00:00:00,delivered,1507,DHL
SH0003503,PR00171,WH016,2025-11-27T00:00:00,2025-12-06T00:00:00,in_transit,666,UPS
SH0003504,PR00005,WH009,2025-11-08T00:00:00,2025-11-20T00:00:00,delivered,1330,DHL
SH0003505,PR00110,WH013,2025-09-02T00:00:00,2025-09-04T00:00:00,delivered,1280,UPS
SH0003506,PR00234,WH011,2024-09-11T00:00:00,2024-09-13T00:00:00,delivered,2182,USPS
SH0003507,PR00231,WH012,2024-03-01T00:00:00,2024-03-28T00:00:00,delivered,3678,FedEx
SH0003508,PR00067,WH009,2024-09-05T00:00:00,2024-09-13T00:00:00,delivered,2526,FedEx
SH0003509,PR00180,WH011,2024-08-15T00:00:00,2024-08-23T00:00:00,delivered,649,USPS
SH0003510,PR00225,WH011,2024-10-12T00:00:00,2024-10-24T00:00:00,delivered,1992,Maersk
SH0003511,PR00359,WH008,2025-06-06T00:00:00,2025-06-16T00:00:00,delivered,2886,USPS
SH0003512,PR00231,WH015,2024-09-11T00:00:00,2024-10-17T00:00:00,delivered,3278,Maersk
SH0003513,PR00077,WH006,2024-05-10T00:00:00,2024-05-15T00:00:00,delivered,3123,Maersk
SH0003514,PR00237,WH019,2025-10-01T00:00:00,2025-10-11T00:00:00,delivered,4795,FedEx
SH0003515,PR00066,WH011,2025-08-18T00:00:00,2025-08-24T00:00:00,delivered,3970,UPS
SH0003516,PR00069,WH001,2024-09-19T00:00:00,2024-09-23T00:00:00,delivered,3170,UPS
SH0003517,PR00084,WH013,2025-07-31T00:00:00,2025-08-11T00:00:00,delivered,3145,Maersk
SH0003518,PR00203,WH002,2025-04-09T00:00:00,2025-04-20T00:00:00,delivered,1450,UPS
SH0003519,PR00176,WH012,2025-09-16T00:00:00,2025-09-27T00:00:00,delayed,4922,UPS
SH0003520,PR00301,WH019,2025-07-15T00:00:00,2025-07-20T00:00:00,delivered,4529,Maersk
SH0003521,PR00204,WH017,2025-06-11T00:00:00,2025-06-20T00:00:00,delivered,3695,USPS
SH0003522,PR00095,WH011,2025-03-20T00:00:00,2025-03-22T00:00:00,delivered,2024,DHL
SH0003523,PR00268,WH005,2024-02-20T00:00:00,2024-03-01T00:00:00,delayed,2061,USPS
SH0003524,PR00126,WH003,2024-12-01T00:00:00,2024-12-06T00:00:00,delivered,1554,USPS
SH0003525,PR00043,WH004,2024-05-09T00:00:00,2024-05-17T00:00:00,delivered,37,FedEx
SH0003526,PR00148,WH009,2024-02-20T00:00:00,2024-03-03T00:00:00,delayed,3821,Maersk
SH0003527,PR00075,WH019,2024-03-09T00:00:00,2024-03-15T00:00:00,delivered,1859,FedEx
SH0003528,PR00145,WH018,2024-03-13T00:00:00,2024-03-18T00:00:00,delivered,137,UPS
SH0003529,PR00264,WH018,2025-05-22T00:00:00,2025-05-29T00:00:00,delivered,4453,Maersk
SH0003530,PR00067,WH001,2025-08-28T00:00:00,2025-09-08T00:00:00,delivered,2681,Maersk
SH0003531,PR00152,WH005,2025-11-14T00:00:00,2025-11-18T00:00:00,delivered,94,DHL
SH0003532,PR00317,WH004,2024-02-26T00:00:00,2024-03-07T00:00:00,delivered,2760,UPS
SH0003533,PR00015,WH018,2025-05-11T00:00:00,2025-05-19T00:00:00,delivered,839,USPS
SH0003534,PR00133,WH017,2025-09-27T00:00:00,2025-10-05T00:00:00,delivered,4657,USPS
SH0003535,PR00017,WH011,2025-02-15T00:00:00,2025-02-25T00:00:00,delivered,36,FedEx
SH0003536,PR00242,WH011,2024-09-08T00:00:00,2024-09-20T00:00:00,delayed,3675,USPS
SH0003537,PR00209,WH013,2024-04-12T00:00:00,2024-05-31T00:00:00,delivered,4685,DHL
SH0003538,PR00245,WH004,2025-10-29T00:00:00,2025-11-10T00:00:00,delayed,2379,FedEx
SH0003539,PR00158,WH007,2024-11-10T00:00:00,2024-11-19T00:00:00,delivered,1339,DHL
SH0003540,PR00115,WH002,2025-11-03T00:00:00,2025-11-08T00:00:00,delivered,2587,Maersk
SH0003541,PR00049,WH000,2024-02-23T00:00:00,2024-03-29T00:00:00,delivered,1610,UPS
SH0003542,PR00037,WH015,2024-12-24T00:00:00,2024-12-26T00:00:00,delivered,706,USPS
SH0003543,PR00390,WH005,2024-02-16T00:00:00,2024-02-20T00:00:00,delivered,4783,USPS
SH0003544,PR00369,WH002,2025-08-27T00:00:00,2025-09-01T00:00:00,delivered,1585,UPS
SH0003545,PR00235,WH001,2024-07-13T00:00:00,2024-07-19T00:00:00,delivered,2408,DHL
SH0003546,PR00140,WH014,2024-10-20T00:00:00,2024-10-30T00:00:00,delivered,2220,Maersk
SH0003547,PR00220,WH000,2025-03-30T00:00:00,2025-04-09T00:00:00,delivered,1055,UPS
SH0003548,PR00161,WH002,2024-01-06T00:00:00,2024-01-15T00:00:00,delivered,625,USPS
SH0003549,PR00036,WH015,2025-10-06T00:00:00,2025-10-08T00:00:00,delayed,4566,DHL
SH0003550,PR00045,WH015,2025-12-12T00:00:00,2025-12-17T00:00:00,delayed,1364,USPS
SH0003551,PR00303,WH011,2024-03-21T00:00:00,2024-03-27T00:00:00,delivered,1578,DHL
SH0003552,PR00018,WH019,2024-03-16T00:00:00,2024-04-22T00:00:00,delivered,4169,FedEx
SH0003553,PR00176,WH011,2025-07-11T00:00:00,2025-07-14T00:00:00,delivered,782,DHL
SH0003554,PR00231,WH008,2024-10-04T00:00:00,2024-11-15T00:00:00,in_transit,3215,DHL
SH0003555,PR00127,WH019,2025-11-13T00:00:00,2025-11-16T00:00:00,delayed,385,Maersk
SH0003556,PR00242,WH000,2024-02-21T00:00:00,2024-02-27T00:00:00,delivered,2014,FedEx
SH0003557,PR00367,WH009,2024-11-22T00:00:00,2024-11-28T00:00:00,delivered,2264,FedEx
SH0003558,PR00389,WH007,2025-09-10T00:00:00,2025-09-20T00:00:00,delivered,668,USPS
SH0003559,PR00012,WH006,2025-08-25T00:00:00,2025-09-02T00:00:00,delivered,1314,FedEx
SH0003560,PR00122,WH016,2025-01-15T00:00:00,2025-01-25T00:00:00,delivered,2284,FedEx
SH0003561,PR00337,WH014,2025-06-30T00:00:00,2025-07-10T00:00:00,delivered,3210,DHL
SH0003562,PR00080,WH019,2025-12-15T00:00:00,2025-12-22T00:00:00,delivered,3131,DHL
SH0003563,PR00354,WH013,2025-09-06T00:00:00,2025-09-11T00:00:00,in_transit,1940,DHL
SH0003564,PR00369,WH013,2024-05-15T00:00:00,2024-05-20T00:00:00,delivered,1556,USPS
SH0003565,PR00239,WH009,2024-09-26T00:00:00,2024-09-28T00:00:00,delivered,4156,FedEx
SH0003566,PR00390,WH013,2025-05-14T00:00:00,2025-05-16T00:00:00,delivered,4958,USPS
SH0003567,PR00247,WH001,2025-09-02T00:00:00,2025-09-27T00:00:00,delivered,963,USPS
SH0003568,PR00358,WH019,2024-04-04T00:00:00,2024-04-14T00:00:00,in_transit,2312,UPS
SH0003569,PR00040,WH002,2024-07-23T00:00:00,2024-08-04T00:00:00,in_transit,1190,Maersk
SH0003570,PR00193,WH003,2024-04-08T00:00:00,2024-05-08T00:00:00,delivered,4535,DHL
SH0003571,PR00287,WH001,2024-12-17T00:00:00,2025-01-11T00:00:00,in_transit,1975,UPS
SH0003572,PR00336,WH003,2024-04-24T00:00:00,2024-05-05T00:00:00,delivered,265,DHL
SH0003573,PR00232,WH005,2024-05-30T00:00:00,2024-06-01T00:00:00,delivered,4921,Maersk
SH0003574,PR00347,WH000,2025-05-02T00:00:00,2025-06-06T00:00:00,delayed,2977,DHL
SH0003575,PR00151,WH015,2025-12-15T00:00:00,2025-12-17T00:00:00,in_transit,1128,UPS
SH0003576,PR00040,WH014,2024-03-06T00:00:00,2024-03-12T00:00:00,delivered,602,USPS
SH0003577,PR00293,WH010,2024-09-06T00:00:00,2024-09-17T00:00:00,delivered,3981,Maersk
SH0003578,PR00208,WH004,2025-02-21T00:00:00,2025-02-25T00:00:00,delivered,4721,Maersk
SH0003579,PR00001,WH011,2024-08-25T00:00:00,2024-08-27T00:00:00,delivered,3149,FedEx
SH0003580,PR00378,WH017,2024-11-04T00:00:00,2024-11-06T00:00:00,delivered,3983,USPS
SH0003581,PR00229,WH000,2024-08-09T00:00:00,2024-08-17T00:00:00,delivered,397,DHL
SH0003582,PR00026,WH012,2024-08-30T00:00:00,2024-09-01T00:00:00,delivered,1956,Maersk
SH0003583,PR00004,WH011,2024-02-15T00:00:00,2024-02-19T00:00:00,delivered,719,Maersk
SH0003584,PR00136,WH000,2025-09-30T00:00:00,2025-10-10T00:00:00,delivered,90,UPS
SH0003585,PR00300,WH001,2025-08-29T00:00:00,2025-09-01T00:00:00,delayed,481,UPS
SH0003586,PR00327,WH000,2024-05-26T00:00:00,2024-06-26T00:00:00,delivered,4984,DHL
SH0003587,PR00173,WH005,2025-12-06T00:00:00,2025-12-11T00:00:00,delivered,3769,DHL
SH0003588,PR00291,WH014,2025-12-13T00:00:00,2025-12-24T00:00:00,delivered,919,USPS
SH0003589,PR00332,WH005,2025-02-05T00:00:00,2025-02-07T00:00:00,delivered,4370,Maersk
SH0003590,PR00022,WH004,2025-04-19T00:00:00,2025-04-26T00:00:00,delayed,4039,DHL
SH0003591,PR00338,WH010,2024-09-20T00:00:00,2024-09-26T00:00:00,delayed,4838,UPS
SH0003592,PR00022,WH010,2024-10-19T00:00:00,2024-10-29T00:00:00,delayed,2307,DHL
SH0003593,PR00168,WH007,2025-06-10T00:00:00,2025-06-13T00:00:00,delivered,134,USPS
SH0003594,PR00061,WH017,2025-09-01T00:00:00,2025-09-09T00:00:00,delivered,2871,USPS
SH0003595,PR00108,WH009,2024-10-16T00:00:00,2024-11-29T00:00:00,delivered,3328,UPS
SH0003596,PR00085,WH019,2025-12-03T00:00:00,2025-12-10T00:00:00,delivered,4042,USPS
SH0003597,PR00253,WH001,2024-11-18T00:00:00,2024-11-26T00:00:00,delivered,1923,Maersk
SH0003598,PR00052,WH013,2024-05-22T00:00:00,2024-05-28T00:00:00,delivered,250,Maersk
SH0003599,PR00005,WH009,2025-04-04T00:00:00,2025-04-16T00:00:00,delivered,3454,Maersk
SH0003600,PR00008,WH004,2024-07-20T00:00:00,2024-07-27T00:00:00,delivered,516,DHL
SH0003601,PR00258,WH011,2024-01-28T00:00:00,2024-01-31T00:00:00,delivered,1631,FedEx
SH0003602,PR00034,WH014,2024-08-23T00:00:00,2024-09-04T00:00:00,delivered,739,Maersk
SH0003603,PR00254,WH003,2024-11-19T00:00:00,2024-11-27T00:00:00,delivered,4314,Maersk
SH0003604,PR00292,WH001,2025-01-17T00:00:00,2025-01-21T00:00:00,delivered,2476,FedEx
SH0003605,PR00107,WH007,2025-08-27T00:00:00,2025-09-03T00:00:00,delivered,4647,DHL
SH0003606,PR00028,WH012,2024-09-27T00:00:00,2024-11-09T00:00:00,delivered,1752,FedEx
SH0003607,PR00348,WH010,2025-12-12T00:00:00,2025-12-21T00:00:00,delivered,2616,Maersk
SH0003608,PR00063,WH018,2024-03-22T00:00:00,2024-04-03T00:00:00,delayed,4716,USPS
SH0003609,PR00203,WH013,2024-11-03T00:00:00,2024-11-11T00:00:00,delivered,3520,DHL
SH0003610,PR00198,WH003,2025-07-21T00:00:00,2025-07-26T00:00:00,delivered,2641,USPS
SH0003611,PR00253,WH008,2025-10-04T00:00:00,2025-10-16T00:00:00,delivered,3244,USPS
SH0003612,PR00003,WH011,2025-12-04T00:00:00,2025-12-13T00:00:00,delivered,1522,UPS
SH0003613,PR00381,WH015,2025-04-30T00:00:00,2025-05-03T00:00:00,delivered,2002,FedEx
SH0003614,PR00328,WH003,2025-07-31T00:00:00,2025-08-04T00:00:00,delivered,4944,DHL
SH0003615,PR00221,WH015,2024-09-04T00:00:00,2024-09-09T00:00:00,delivered,1177,USPS
SH0003616,PR00357,WH015,2024-08-05T00:00:00,2024-08-17T00:00:00,delivered,4633,Maersk
SH0003617,PR00148,WH008,2024-02-10T00:00:00,2024-02-14T00:00:00,in_transit,1093,DHL
SH0003618,PR00122,WH005,2025-02-08T00:00:00,2025-02-17T00:00:00,delivered,4864,UPS
SH0003619,PR00132,WH005,2025-03-25T00:00:00,2025-04-03T00:00:00,delayed,1307,UPS
SH0003620,PR00369,WH017,2024-12-12T00:00:00,2024-12-24T00:00:00,delivered,1120,UPS
SH0003621,PR00351,WH005,2024-01-23T00:00:00,2024-02-03T00:00:00,delivered,2,FedEx
SH0003622,PR00216,WH019,2024-07-12T00:00:00,2024-07-17T00:00:00,delivered,1436,USPS
SH0003623,PR00142,WH009,2024-05-21T00:00:00,2024-05-26T00:00:00,delayed,4053,FedEx
SH0003624,PR00309,WH018,2025-06-21T00:00:00,2025-06-25T00:00:00,in_transit,75,Maersk
SH0003625,PR00169,WH010,2024-03-27T00:00:00,2024-04-03T00:00:00,in_transit,2803,UPS
SH0003626,PR00199,WH001,2025-03-29T00:00:00,2025-04-05T00:00:00,delivered,4992,USPS
SH0003627,PR00035,WH006,2025-07-18T00:00:00,2025-09-06T00:00:00,delivered,242,FedEx
SH0003628,PR00366,WH012,2024-10-18T00:00:00,2024-10-23T00:00:00,delivered,1268,UPS
SH0003629,PR00396,WH013,2025-10-02T00:00:00,2025-10-06T00:00:00,delayed,4037,Maersk
SH0003630,PR00239,WH014,2024-08-11T00:00:00,2024-08-16T00:00:00,delayed,3393,USPS
SH0003631,PR00358,WH001,2025-02-11T00:00:00,2025-02-19T00:00:00,delayed,3917,FedEx
SH0003632,PR00226,WH000,2024-07-31T00:00:00,2024-08-10T00:00:00,delivered,1951,Maersk
SH0003633,PR00017,WH010,2025-09-21T00:00:00,2025-09-28T00:00:00,delivered,4125,DHL
SH0003634,PR00069,WH009,2024-03-27T00:00:00,2024-03-29T00:00:00,delivered,2438,FedEx
SH0003635,PR00067,WH015,2024-10-03T00:00:00,2024-10-05T00:00:00,delivered,3559,Maersk
SH0003636,PR00388,WH011,2025-06-02T00:00:00,2025-06-06T00:00:00,delivered,3443,UPS
SH0003637,PR00190,WH018,2024-01-03T00:00:00,2024-01-11T00:00:00,in_transit,113,FedEx
SH0003638,PR00125,WH012,2024-07-14T00:00:00,2024-07-24T00:00:00,delivered,2924,Maersk
SH0003639,PR00134,WH013,2024-03-13T00:00:00,2024-03-19T00:00:00,delivered,2190,DHL
SH0003640,PR00304,WH015,2025-10-23T00:00:00,2025-11-03T00:00:00,delivered,4283,UPS
SH0003641,PR00300,WH018,2025-11-26T00:00:00,2025-12-05T00:00:00,delivered,4438,DHL
SH0003642,PR00306,WH002,2024-09-20T00:00:00,2024-10-29T00:00:00,delayed,4146,Maersk
SH0003643,PR00017,WH018,2025-09-27T00:00:00,2025-10-04T00:00:00,in_transit,117,DHL
SH0003644,PR00305,WH006,2024-05-26T00:00:00,2024-06-03T00:00:00,delivered,3576,DHL
SH0003645,PR00110,WH004,2024-05-14T00:00:00,2024-05-19T00:00:00,delayed,2108,Maersk
SH0003646,PR00051,WH004,2024-04-13T00:00:00,2024-04-17T00:00:00,delivered,4799,USPS
SH0003647,PR00333,WH002,2025-11-07T00:00:00,2025-11-10T00:00:00,delivered,2362,USPS
SH0003648,PR00173,WH007,2024-09-14T00:00:00,2024-09-16T00:00:00,delivered,600,UPS
SH0003649,PR00350,WH014,2025-03-23T00:00:00,2025-03-27T00:00:00,delivered,1582,USPS
SH0003650,PR00271,WH009,2025-05-24T00:00:00,2025-05-30T00:00:00,delivered,1324,DHL
SH0003651,PR00203,WH014,2025-05-31T00:00:00,2025-06-09T00:00:00,delivered,4206,USPS
SH0003652,PR00269,WH004,2024-05-11T00:00:00,2024-05-16T00:00:00,delivered,4474,Maersk
SH0003653,PR00029,WH010,2025-11-04T00:00:00,2025-11-14T00:00:00,delayed,2377,FedEx
SH0003654,PR00198,WH016,2024-02-20T00:00:00,2024-02-28T00:00:00,delivered,1638,DHL
SH0003655,PR00294,WH011,2025-02-14T00:00:00,2025-02-20T00:00:00,delivered,4711,USPS
SH0003656,PR00274,WH008,2025-02-04T00:00:00,2025-02-06T00:00:00,delivered,2659,USPS
SH0003657,PR00219,WH014,2025-09-30T00:00:00,2025-10-06T00:00:00,delivered,3169,UPS
SH0003658,PR00347,WH017,2024-09-04T00:00:00,2024-09-24T00:00:00,in_transit,3644,UPS
SH0003659,PR00103,WH012,2024-05-02T00:00:00,2024-05-04T00:00:00,in_transit,487,USPS
SH0003660,PR00072,WH013,2024-03-26T00:00:00,2024-04-03T00:00:00,delivered,61,FedEx
SH0003661,PR00214,WH010,2024-12-30T00:00:00,2025-01-06T00:00:00,delivered,4150,Maersk
SH0003662,PR00142,WH010,2025-05-26T00:00:00,2025-06-07T00:00:00,delayed,3266,DHL
SH0003663,PR00167,WH011,2025-05-20T00:00:00,2025-05-27T00:00:00,delivered,1411,DHL
SH0003664,PR00240,WH013,2024-10-08T00:00:00,2024-10-10T00:00:00,delivered,3166,USPS
SH0003665,PR00228,WH010,2025-06-17T00:00:00,2025-06-25T00:00:00,in_transit,1088,DHL
SH0003666,PR00349,WH001,2024-12-31T00:00:00,2025-01-03T00:00:00,delivered,2891,DHL
SH0003667,PR00166,WH003,2024-06-06T00:00:00,2024-06-10T00:00:00,in_transit,2479,DHL
SH0003668,PR00035,WH016,2025-08-25T00:00:00,2025-10-03T00:00:00,delivered,2426,FedEx
SH0003669,PR00073,WH006,2024-07-25T00:00:00,2024-08-04T00:00:00,delivered,4378,Maersk
SH0003670,PR00008,WH016,2024-08-26T00:00:00,2024-09-02T00:00:00,in_transit,344,FedEx
SH0003671,PR00231,WH000,2024-09-08T00:00:00,2024-10-11T00:00:00,delivered,2444,DHL
SH0003672,PR00078,WH006,2025-06-08T00:00:00,2025-06-20T00:00:00,delivered,1421,FedEx
SH0003673,PR00355,WH010,2024-02-19T00:00:00,2024-02-29T00:00:00,delivered,4381,UPS
SH0003674,PR00015,WH019,2024-10-11T00:00:00,2024-10-14T00:00:00,delivered,4739,FedEx
SH0003675,PR00298,WH013,2025-10-15T00:00:00,2025-10-18T00:00:00,in_transit,3897,USPS
SH0003676,PR00248,WH018,2025-05-13T00:00:00,2025-06-06T00:00:00,in_transit,2758,UPS
SH0003677,PR00284,WH008,2024-04-22T00:00:00,2024-05-18T00:00:00,delivered,4993,DHL
SH0003678,PR00269,WH000,2024-11-01T00:00:00,2024-11-08T00:00:00,delayed,3802,UPS
SH0003679,PR00181,WH012,2025-12-08T00:00:00,2025-12-17T00:00:00,delivered,4174,FedEx
SH0003680,PR00293,WH010,2025-05-25T00:00:00,2025-06-06T00:00:00,delivered,1825,USPS
SH0003681,PR00128,WH000,2024-12-10T00:00:00,2024-12-21T00:00:00,in_transit,4494,FedEx
SH0003682,PR00071,WH013,2024-01-02T00:00:00,2024-01-06T00:00:00,delivered,2056,DHL
SH0003683,PR00075,WH001,2024-08-26T00:00:00,2024-08-29T00:00:00,delivered,4346,USPS
SH0003684,PR00390,WH004,2024-12-06T00:00:00,2024-12-16T00:00:00,delivered,144,Maersk
