flow_id,process_id,ip_id,bytes_sent,bytes_received,started_at
F00006672,P00003212,IP002173,758130,3116969,2025-03-13T18:25:00
F00006673,P00004615,IP001601,2962551,2816646,2025-02-27T05:48:00
F00006674,P00000761,IP000594,4678551,3245539,2025-02-11T19:48:00
F00006675,P00002052,IP000887,3642166,444525,2025-01-12T05:25:00
F00006676,P00000931,IP000381,2550277,4057716,2025-02-06T03:47:00
F00006677,P00001311,IP000710,1052943,2382640,2025-03-25T01:40:00
F00006678,P00002708,IP000404,4733214,3401213,2025-01-07T06:57:00
F00006679,P00002599,IP001155,2437749,826206,2025-03-02T00:38:00
F00006680,P00004482,IP001365,2248915,87990,2025-02-24T04:44:00
F00006681,P00000228,IP000920,4343082,113768,2025-03-23T16:07:00
F00006682,P00004959,IP000653,159517,3910800,2025-02-24T19:54:00
F00006683,P00003259,IP002421,312927,3884348,2025-03-06T18:15:00
F00006684,P00004841,IP002423,3573228,2761104,2025-02-05T16:27:00
F00006685,P00004719,IP000926,844822,883374,2025-01-16T10:15:00
F00006686,P00004554,IP000090,4390610,3852640,2025-03-06T16:41:00
F00006687,P00004254,IP001365,3755302,2188857,2025-01-29T21:40:00
F00006688,P00004788,IP000493,3542334,4076907,2025-03-30T04:03:00
F00006689,P00000551,IP001312,3637137,3960510,2025-02-13T01:51:00
F00006690,P00000402,IP002154,3608543,3610623,2025-03-08T14:35:00
F00006691,P00004032,IP002239,4487650,2767113,2025-03-08T09:20:00
F00006692,P00000968,IP002254,1492381,194011,2025-03-01T15:59:00
F00006693,P00001649,IP001505,1224414,4327603,2025-03-28T09:24:00
F00006694,P00002997,IP001224,506360,553607,2025-01-08T09:16:00
F00006695,P00002762,IP001181,699571,3084558,2025-02-12T00:40:00
F00006696,P00000148,IP002396,4677213,2851612,2025-01-15T05:05:00
F00006697,P00000732,IP002265,764531,675170,2025-02-21T20:54:00
F00006698,P00003117,IP002007,4488711,4109872,2025-02-28T06:12:00
F00006699,P00001635,IP000227,4693456,2687626,2025-01-03T06:46:00
F00006700,P00000956,IP001653,3450492,3798521,2025-01-02T04:52:00
F00006701,P00003067,IP000410,3193134,4792866,2025-03-15T20:48:00
F00006702,P00002592,IP000575,1610805,787415,2025-01-04T00:35:00
F00006703,P00001644,IP001176,1546508,3229485,2025-01-09T02:01:00
F00006704,P00004589,IP001567,4930980,2886487,2025-02-14T11:33:00
F00006705,P00003783,IP000900,2962936,3892221,2025-01-18T10:07:00
F00006706,P00000179,IP001730,4588742,2451867,2025-01-07T03:47:00
F00006707,P00002847,IP000597,1412355,2272587,2025-01-27T23:33:00
F00006708,P00000508,IP002126,3734034,4496689,2025-01-26T08:10:00
F00006709,P00001549,IP002200,967181,2478847,2025-02-11T17:37:00
F00006710,P00003812,IP000210,2306519,22000,2025-01-13T10:57:00
F00006711,P00004700,IP000753,3544215,1209799,2025-01-01T01:17:00
F00006712,P00004614,IP000616,2932241,4763430,2025-03-29T04:57:00
F00006713,P00002924,IP001744,1410617,996447,2025-01-16T03:01:00
F00006714,P00000045,IP002251,3017187,1671745,2025-03-01T11:06:00
F00006715,P00001484,IP000530,3686029,1139280,2025-03-29T03:21:00
F00006716,P00000329,IP001896,3092119,2300134,2025-01-14T05:58:00
F00006717,P00004767,IP001490,4843389,4175628,2025-03-20T00:32:00
F00006718,P00001752,IP000985,3832106,2715031,2025-02-05T06:28:00
F00006719,P00001980,IP001046,3141512,509738,2025-01-09T02:13:00
F00006720,P00004150,IP002115,1709211,33480,2025-03-26T02:38:00
F00006721,P00003282,IP000568,4728456,2184080,2025-03-16T15:47:00
F00006722,P00004229,IP001810,432839,2334332,2025-03-24T18:06:00
F00006723,P00004742,IP001999,1249670,4897618,2025-03-20T09:18:00
F00006724,P00002445,IP000345,4901854,589863,2025-03-22T22:39:00
F00006725,P00003514,IP000869,3791552,4387539,2025-02-16T18:46:00
F00006726,P00000239,IP000007,1226163,12945,2025-03-29T10:16:00
F00006727,P00001364,IP002173,4510051,4669856,2025-02-18T13:09:00
F00006728,P00001382,IP002368,3713666,4718674,2025-03-28T10:48:00
F00006729,P00003999,IP000007,3993806,327395,2025-01-29T22:18:00
F00006730,P00000566,IP000688,2518042,1450361,2025-03-25T12:12:00
F00006731,P00002191,IP000357,372765,1059808,2025-03-11T02:43:00
F00006732,P00004698,IP000584,793974,181634,2025-03-18T03:16:00
F00006733,P00001759,IP001932,2214824,295548,2025-03-13T16:59:00
F00006734,P00000291,IP001395,2210590,1233261,2025-03-28T12:02:00
F00006735,P00004070,IP000003,904865,4312454,2025-01-31T09:29:00
F00006736,P00000999,IP000248,1989647,2336828,2025-03-27T09:53:00
F00006737,P00001540,IP000007,877831,2531478,2025-02-05T23:08:00
F00006738,P00004433,IP000889,351589,2772742,2025-03-12T15:08:00
F00006739,P00002516,IP002250,1107523,4144634,2025-01-28T19:16:00
F00006740,P00002933,IP002453,4568611,3326911,2025-01-08T12:26:00
F00006741,P00004247,IP002270,812217,4990559,2025-03-30T10:10:00
F00006742,P00004040,IP002259,2507115,3492210,2025-03-22T09:06:00
F00006743,P00003599,IP000639,1432209,1593548,2025-01-12T05:31:00
F00006744,P00001400,IP001632,2130502,1384878,2025-02-14T22:03:00
F00006745,P00002741,IP000006,2337632,3873543,2025-03-29T04:41:00
F00006746,P00000766,IP001988,2455444,1163504,2025-01-08T03:16:00
F00006747,P00003169,IP002229,4570583,2503521,2025-01-21T14:15:00
F00006748,P00000437,IP001668,3653094,711982,2025-02-15T08:54:00
F00006749,P00001229,IP000104,699773,588835,2025-03-16T02:42:00
F00006750,P00003546,IP000411,1316816,2269061,2025-01-04T23:27:00
F00006751,P00000939,IP000430,849241,3434705,2025-02-17T22:04:00
F00006752,P00000432,IP000731,849212,192794,2025-01-17T10:00:00
F00006753,P00004787,IP001637,1367310,3428516,2025-03-21T17:59:00
F00006754,P00001483,IP002297,2275443,3934090,2025-01-01T18:10:00
F00006755,P00001479,IP000640,395643,3185048,2025-03-18T09:31:00
F00006756,P00001596,IP001277,568510,291770,2025-03-03T08:42:00
F00006757,P00004845,IP001052,1798243,1526884,2025-03-13T05:45:00
F00006758,P00004793,IP001216,35512,2886057,2025-01-13T20:03:00
F00006759,P00003568,IP001599,2394080,1242169,2025-01-26T07:07:00
F00006760,P00004695,IP000505,4123556,1450340,2025-01-21T19:05:00
F00006761,P00002269,IP001875,1153554,4127911,2025-01-07T17:40:00
F00006762,P00001709,IP002275,4776558,4117303,2025-01-24T01:00:00
F00006763,P00000303,IP000194,2589602,2241650,2025-02-25T06:53:00
F00006764,P00003189,IP000863,3715489,2362749,2025-01-03T05:08:00
F00006765,P00002359,IP001947,614951,4838319,2025-02-17T19:16:00
F00006766,P00000624,IP001953,1677467,2362053,2025-01-22T03:33:00
F00006767,P00001213,IP000303,2132854,1212975,2025-02-19T16:54:00
F00006768,P00000749,IP000101,3888621,4683421,2025-03-26T20:32:00
F00006769,P00000635,IP001788,3191225,2620712,2025-03-14T16:45:00
F00006770,P00004894,IP002428,83908,4149194,2025-03-05T15:29:00
F00006771,P00000469,IP000908,4728886,2449368,2025-02-28T11:34:00
F00006772,P00001416,IP000901,2223035,1199425,2025-03-26T11:22:00
F00006773,P00002438,IP001704,2494150,4772269,2025-01-17T10:10:00
F00006774,P00001095,IP000523,2638819,3733802,2025-01-02T22:44:00
F00006775,P00000796,IP001191,415818,237304,2025-01-20T10:47:00
F00006776,P00002295,IP002340,3020367,1367723,2025-03-02T01:48:00
F00006777,P00002159,IP000909,2355941,3051366,2025-01-26T00:29:00
F00006778,P00003513,IP001616,1830513,4035730,2025-01-19T03:26:00
F00006779,P00000651,IP000172,755035,1169934,2025-01-13T06:02:00
F00006780,P00000365,IP000987,2968522,4144766,2025-03-19T22:53:00
F00006781,P00002922,IP001954,2291707,3922386,2025-01-02T10:19:00
F00006782,P00002584,IP001886,2986312,3511348,2025-01-12T16:41:00
F00006783,P00002296,IP001728,4161099,3163665,2025-03-19T20:57:00
F00006784,P00003250,IP001046,4823664,778322,2025-02-27T15:30:00
F00006785,P00001800,IP002090,865679,3296793,2025-02-27T16:12:00
F00006786,P00004785,IP001140,101562,1782689,2025-01-19T12:07:00
F00006787,P00001360,IP000580,1354042,927903,2025-01-28T03:07:00
F00006788,P00003467,IP001047,2962442,1674445,2025-02-13T23:06:00
F00006789,P00001112,IP001162,2406758,1117476,2025-02-13T20:54:00
F00006790,P00000982,IP000389,110777,136984,2025-03-18T06:46:00
F00006791,P00002326,IP000784,2645733,359957,2025-01-05T02:37:00
F00006792,P00000432,IP002057,840954,4702282,2025-01-17T10:00:00
F00006793,P00001572,IP000309,2456478,3358214,2025-01-07T18:02:00
F00006794,P00004761,IP002438,718175,4504159,2025-03-29T10:51:00
F00006795,P00001858,IP001447,1715577,3836029,2025-03-03T20:44:00
F00006796,P00004723,IP000148,2691189,3848988,2025-03-15T08:20:00
F00006797,P00004414,IP001046,765424,142893,2025-02-28T18:59:00
F00006798,P00004447,IP001466,301066,4952553,2025-02-09T04:46:00
F00006799,P00002718,IP000866,2713343,2285003,2025-03-04T23:17:00
F00006800,P00003050,IP001760,2308944,313517,2025-02-04T13:59:00
F00006801,P00001030,IP002488,2502709,1470239,2025-03-30T04:19:00
F00006802,P00001222,IP000178,4705555,2790193,2025-01-17T00:31:00
F00006803,P00004798,IP000783,835817,1215619,2025-01-31T01:46:00
F00006804,P00000792,IP002348,2993000,4820841,2025-01-21T13:39:00
F00006805,P00003017,IP000708,2248130,588177,2025-01-28T02:31:00
F00006806,P00004977,IP000455,3635477,3283549,2025-03-03T13:28:00
F00006807,P00002769,IP000887,3180005,386525,2025-01-26T10:02:00
F00006808,P00000967,IP000447,3946023,2480,2025-01-29T13:15:00
F00006809,P00001676,IP000181,2087743,1268018,2025-02-21T10:40:00
F00006810,P00002909,IP000818,3329602,593989,2025-01-10T23:20:00
F00006811,P00002350,IP000496,3940556,4861636,2025-01-07T14:40:00
F00006812,P00001278,IP001713,2834836,614600,2025-03-07T05:45:00
F00006813,P00002552,IP002234,1012202,530211,2025-01-05T15:14:00
F00006814,P00000815,IP001205,3426137,4639275,2025-01-18T16:22:00
F00006815,P00004084,IP001553,968995,991734,2025-03-19T01:32:00
F00006816,P00004043,IP000059,1451351,1024438,2025-02-25T07:26:00
F00006817,P00003071,IP001054,2936877,348855,2025-02-07T06:15:00
F00006818,P00001672,IP002392,3332626,3870289,2025-02-03T05:28:00
F00006819,P00001832,IP000439,1273602,983440,2025-04-01T16:54:00
F00006820,P00001662,IP000305,1549075,2603125,2025-03-13T20:42:00
F00006821,P00001620,IP001561,3184161,3256732,2025-03-27T20:09:00
F00006822,P00001049,IP000455,1688930,3163752,2025-03-05T01:35:00
F00006823,P00001460,IP000929,4970091,2315181,2025-02-05T17:07:00
F00006824,P00002112,IP000006,18618,644978,2025-01-28T13:50:00
F00006825,P00002387,IP000462,1099983,78530,2025-03-18T13:20:00
F00006826,P00002811,IP002265,2308807,4999397,2025-03-15T07:16:00
F00006827,P00004570,IP001850,3122935,1844423,2025-01-06T02:34:00
F00006828,P00001639,IP000252,233640,4022677,2025-01-29T05:11:00
F00006829,P00002426,IP000827,1584282,3099413,2025-01-19T00:31:00
F00006830,P00001929,IP001001,3595671,2309600,2025-03-26T02:09:00
F00006831,P00000516,IP001434,931666,4206221,2025-01-06T00:02:00
F00006832,P00000240,IP001836,2934704,3242445,2025-02-16T03:16:00
F00006833,P00003010,IP001376,2750838,2188736,2025-03-05T12:12:00
F00006834,P00004183,IP002073,3571846,4685769,2025-02-08T18:53:00
F00006835,P00003077,IP000813,2855250,4372047,2025-03-25T10:42:00
F00006836,P00003985,IP001384,38080,4020654,2025-03-26T10:32:00
F00006837,P00001685,IP002442,518785,4036973,2025-03-20T19:27:00
F00006838,P00001042,IP002166,2632064,3241138,2025-02-17T12:41:00
F00006839,P00002034,IP001654,3707662,1625573,2025-01-29T09:32:00
F00006840,P00000801,IP000875,3392371,1497603,2025-01-14T04:12:00
F00006841,P00004252,IP000836,4570353,4843254,2025-01-12T07:36:00
F00006842,P00003759,IP002004,193907,989383,2025-01-30T14:36:00
F00006843,P00000650,IP001176,1651427,3008109,2025-03-02T09:31:00
F00006844,P00004979,IP000781,1907128,4781866,2025-02-25T03:42:00
F00006845,P00002126,IP001822,1427650,4292863,2025-03-27T05:33:00
F00006846,P00001221,IP002181,4288565,1010070,2025-03-08T08:52:00
F00006847,P00002877,IP001507,3203974,115314,2025-02-28T12:37:00
F00006848,P00002407,IP002274,3897886,2362261,2025-01-31T17:31:00
F00006849,P00002498,IP000076,3226316,2353747,2025-02-27T21:45:00
F00006850,P00004447,IP000981,2828852,4190707,2025-02-09T04:46:00
F00006851,P00004280,IP000649,4940020,1302478,2025-03-24T08:18:00
F00006852,P00002196,IP001163,1096381,1944449,2025-03-11T03:38:00
F00006853,P00002663,IP001662,4582768,4337313,2025-03-31T09:52:00
F00006854,P00002558,IP002424,2078595,4953886,2025-03-13T23:18:00
F00006855,P00001826,IP001594,222444,3288592,2025-01-02T11:38:00
F00006856,P00001187,IP000804,4553325,1238339,2025-03-26T02:07:00
F00006857,P00001885,IP002455,1151971,4909680,2025-03-12T16:17:00
F00006858,P00002422,IP002057,3948942,2337216,2025-01-30T19:32:00
F00006859,P00002907,IP001474,3520162,124691,2025-01-30T15:01:00
F00006860,P00001573,IP002222,3451045,4231192,2025-03-14T14:55:00
F00006861,P00003158,IP000749,3983116,2605316,2025-03-04T17:26:00
F00006862,P00004228,IP000723,3458239,2473355,2025-02-10T06:37:00
F00006863,P00002639,IP001165,4359529,1090226,2025-02-15T14:34:00
F00006864,P00003773,IP002318,2916102,676675,2025-01-13T11:10:00
F00006865,P00000996,IP002405,2208732,928299,2025-03-21T03:23:00
F00006866,P00001862,IP001270,3736539,3948796,2025-03-09T09:37:00
F00006867,P00001317,IP000488,4549882,4215115,2025-02-01T01:09:00
F00006868,P00002321,IP000177,975263,2145682,2025-01-19T03:29:00
F00006869,P00003663,IP000007,4669088,1483543,2025-01-24T21:17:00
F00006870,P00001630,IP002422,3162631,925041,2025-02-03T02:09:00
F00006871,P00003864,IP001445,4295051,4580506,2025-01-03T21:31:00
F00006872,P00001093,IP002114,2167913,2201004,2025-02-09T23:28:00
F00006873,P00001397,IP000480,4253325,244466,2025-02-15T19:45:00
F00006874,P00002167,IP000374,1474418,4552636,2025-01-16T16:25:00
F00006875,P00004979,IP000474,1352136,916040,2025-02-25T03:42:00
F00006876,P00003910,IP001262,3720974,3139273,2025-02-20T09:42:00
F00006877,P00003471,IP000938,3284508,2868079,2025-01-12T05:29:00
F00006878,P00001016,IP000891,3936831,198024,2025-01-29T10:08:00
F00006879,P00002482,IP000671,1617772,3801370,2025-03-13T11:53:00
F00006880,P00001008,IP000667,3043228,189828,2025-01-17T21:43:00
F00006881,P00003086,IP000758,930893,1151824,2025-02-12T13:41:00
F00006882,P00000060,IP000897,3088152,4315014,2025-01-02T02:26:00
F00006883,P00000981,IP001820,2777107,696008,2025-02-25T12:06:00
F00006884,P00003543,IP001081,3140140,1257012,2025-03-30T01:01:00
F00006885,P00002167,IP000005,4248262,4751343,2025-01-16T16:25:00
F00006886,P00003816,IP001487,4994239,531878,2025-01-02T10:37:00
F00006887,P00004655,IP002100,4340562,2637158,2025-03-22T09:28:00
F00006888,P00002933,IP000694,1307512,3681626,2025-01-08T12:26:00
F00006889,P00003953,IP000745,3061706,4909800,2025-02-10T15:20:00
F00006890,P00004516,IP002295,2681600,2636989,2025-01-24T15:43:00
F00006891,P00002333,IP000155,2696177,2469917,2025-01-16T14:10:00
F00006892,P00004112,IP001852,1491470,4847216,2025-03-03T01:15:00
F00006893,P00000906,IP002064,4724768,3373402,2025-01-16T12:18:00
F00006894,P00003669,IP001499,1977278,3824842,2025-01-29T09:10:00
F00006895,P00000234,IP001754,1807868,1225797,2025-01-08T04:59:00
F00006896,P00001688,IP000304,3694696,717376,2025-01-29T15:01:00
F00006897,P00004984,IP001449,2986935,4001403,2025-02-08T03:30:00
F00006898,P00003523,IP002438,3139010,1001664,2025-01-20T12:50:00
F00006899,P00003219,IP000517,592025,2918742,2025-02-15T22:01:00
F00006900,P00003466,IP001936,2264559,4676748,2025-01-01T22:49:00
F00006901,P00003083,IP001157,4122065,427095,2025-02-20T11:32:00
F00006902,P00001939,IP000870,3471426,3298239,2025-03-19T08:38:00
F00006903,P00001993,IP002115,3585888,452238,2025-03-07T02:28:00
F00006904,P00001044,IP002094,3816816,977876,2025-03-01T19:22:00
F00006905,P00003738,IP002058,2163019,166656,2025-03-29T03:50:00
F00006906,P00002733,IP000273,4458010,4627866,2025-03-02T20:34:00
F00006907,P00003330,IP001334,1530939,1563606,2025-03-14T05:55:00
F00006908,P00004152,IP001921,3273856,1033118,2025-03-25T06:42:00
F00006909,P00003654,IP001116,3500724,486187,2025-03-01T05:55:00
F00006910,P00000085,IP001204,753989,512,2025-01-27T19:43:00
F00006911,P00003061,IP002281,1447776,4430405,2025-02-18T02:11:00
F00006912,P00003694,IP000003,3129168,744511,2025-03-24T15:01:00
F00006913,P00003905,IP002409,2258606,4745960,2025-01-20T20:45:00
F00006914,P00003644,IP000061,170330,3999257,2025-01-09T16:17:00
F00006915,P00000407,IP001056,422490,3965721,2025-01-06T02:50:00
F00006916,P00000588,IP001312,1918914,2415006,2025-02-10T20:27:00
F00006917,P00003424,IP001330,2756643,2805080,2025-02-04T21:58:00
F00006918,P00001494,IP001065,252575,1153241,2025-02-26T08:15:00
F00006919,P00003598,IP000755,451640,952569,2025-03-24T07:52:00
F00006920,P00002964,IP000469,1921916,252375,2025-02-05T02:06:00
F00006921,P00004210,IP000935,4987201,2942365,2025-02-07T04:58:00
F00006922,P00001561,IP001776,2711974,1035105,2025-02-18T02:01:00
F00006923,P00002886,IP000601,1720577,2205385,2025-03-12T18:47:00
F00006924,P00002682,IP000224,4618083,4737519,2025-02-03T11:11:00
F00006925,P00003462,IP000007,628866,1819176,2025-01-21T12:10:00
F00006926,P00003999,IP001570,3214063,3922037,2025-01-29T22:18:00
F00006927,P00000099,IP002296,516261,3221644,2025-03-18T22:24:00
F00006928,P00000081,IP001406,502654,3521405,2025-02-27T12:37:00
F00006929,P00002373,IP000001,739177,4533218,2025-02-09T19:10:00
F00006930,P00001876,IP001128,184582,815904,2025-03-18T20:39:00
F00006931,P00002407,IP000166,3811316,170185,2025-01-31T17:31:00
F00006932,P00002239,IP002114,4740925,1609329,2025-01-30T14:01:00
F00006933,P00002631,IP001861,1595155,1228476,2025-01-12T06:08:00
F00006934,P00002382,IP001437,3005752,1311233,2025-02-24T03:21:00
F00006935,P00001270,IP000328,559765,2081749,2025-02-08T16:50:00
F00006936,P00002134,IP002261,872344,1160461,2025-04-01T07:09:00
F00006937,P00003398,IP002319,1117801,3226943,2025-01-06T17:12:00
F00006938,P00003030,IP000897,2751048,1463865,2025-02-20T10:27:00
F00006939,P00003864,IP000838,3439212,4199416,2025-01-03T21:31:00
F00006940,P00004474,IP000110,3433233,2251370,2025-01-16T03:28:00
F00006941,P00002662,IP002091,2297145,3683303,2025-01-13T14:38:00
F00006942,P00000423,IP000881,676382,3144150,2025-02-23T16:55:00
F00006943,P00004027,IP002415,3598380,2771656,2025-03-30T15:13:00
F00006944,P00004630,IP000999,4986062,2121501,2025-01-28T16:39:00
F00006945,P00002103,IP002489,2139171,1825981,2025-02-12T17:22:00
F00006946,P00000040,IP002265,2591626,2758909,2025-02-21T20:09:00
F00006947,P00003723,IP002057,2199823,2100968,2025-01-15T14:08:00
F00006948,P00004883,IP000253,1414688,1961837,2025-02-17T17:59:00
F00006949,P00000478,IP001942,960715,2597008,2025-02-26T23:31:00
F00006950,P00003163,IP000129,1254420,4665464,2025-01-08T07:29:00
F00006951,P00003456,IP000001,639747,4258592,2025-01-08T21:48:00
F00006952,P00002047,IP000275,264939,4283986,2025-02-18T00:41:00
F00006953,P00000595,IP002239,4527245,816262,2025-03-30T16:29:00
F00006954,P00001794,IP000225,944106,929617,2025-03-15T06:45:00
F00006955,P00000360,IP000013,4266877,2245600,2025-02-27T08:28:00
F00006956,P00002270,IP001036,2141394,2650236,2025-01-31T01:43:00
F00006957,P00001886,IP000549,2928644,3405337,2025-02-18T18:46:00
F00006958,P00003849,IP000263,4721537,2783548,2025-02-20T08:04:00
F00006959,P00000621,IP000354,63586,4767018,2025-03-19T19:35:00
F00006960,P00002232,IP000540,3372375,2966272,2025-01-01T16:25:00
F00006961,P00004303,IP000543,594444,3410865,2025-03-11T12:08:00
F00006962,P00002797,IP001228,3637722,1448132,2025-02-05T00:10:00
F00006963,P00000089,IP000028,4472172,4298254,2025-02-25T00:24:00
F00006964,P00004441,IP001931,3534639,2503020,2025-03-08T02:16:00
F00006965,P00000874,IP001875,3735498,1388905,2025-03-31T00:18:00
F00006966,P00001311,IP001510,2734188,3603938,2025-03-25T01:40:00
F00006967,P00004746,IP000777,655909,2339984,2025-02-06T00:51:00
F00006968,P00004617,IP001176,4498809,4685468,2025-03-10T03:53:00
F00006969,P00000588,IP002016,1684660,1200673,2025-02-10T20:27:00
F00006970,P00003796,IP000295,4956605,342128,2025-03-04T16:55:00
F00006971,P00001940,IP001931,3785900,2072636,2025-03-01T15:23:00
F00006972,P00000724,IP000696,2676248,1620729,2025-03-29T11:42:00
F00006973,P00003724,IP001304,4869900,1839560,2025-03-23T12:51:00
F00006974,P00001707,IP002227,2631448,958994,2025-03-17T04:05:00
F00006975,P00002842,IP001210,4820178,2299230,2025-03-05T03:24:00
F00006976,P00000322,IP002027,2221403,3620426,2025-01-23T21:59:00
F00006977,P00003874,IP002406,3842925,4376641,2025-01-04T02:25:00
F00006978,P00004394,IP000426,4402285,4235247,2025-01-10T01:38:00
F00006979,P00001183,IP000192,3684610,3169123,2025-03-06T10:39:00
F00006980,P00000263,IP002367,3049164,2668699,2025-02-10T04:13:00
F00006981,P00004385,IP001897,378200,2111912,2025-02-02T10:48:00
F00006982,P00001180,IP001794,3929987,3408261,2025-03-18T18:27:00
F00006983,P00004859,IP001664,4014111,2093653,2025-03-06T00:37:00
F00006984,P00001072,IP001110,4928955,3291261,2025-03-04T03:34:00
F00006985,P00003130,IP000007,63646,1476585,2025-02-10T05:49:00
F00006986,P00004487,IP000879,4156435,1065971,2025-02-18T18:31:00
F00006987,P00001714,IP001477,3822985,979636,2025-02-03T13:42:00
F00006988,P00001276,IP001785,1509041,3224986,2025-02-06T08:51:00
F00006989,P00003162,IP000742,4006321,1919819,2025-03-31T06:47:00
F00006990,P00002171,IP002309,492740,2227619,2025-01-25T16:20:00
F00006991,P00001393,IP001329,2443112,2437759,2025-01-17T10:35:00
F00006992,P00003228,IP001651,4246276,4421661,2025-02-24T19:04:00
F00006993,P00004705,IP002074,2006776,1221061,2025-01-14T15:37:00
F00006994,P00000576,IP000939,1582290,264828,2025-03-21T07:16:00
F00006995,P00002276,IP000388,4012900,2729188,2025-01-11T10:59:00
F00006996,P00001722,IP002179,2905167,3492234,2025-02-17T19:35:00
F00006997,P00002062,IP000057,2375836,2618923,2025-02-04T17:31:00
F00006998,P00003397,IP000101,2594056,2442747,2025-03-11T09:10:00
F00006999,P00000790,IP000883,769588,3563480,2025-02-15T09:28:00
F00007000,P00003166,IP001178,798804,4084566,2025-02-20T06:26:00
F00007001,P00000450,IP000904,1836679,3696356,2025-02-16T21:29:00
F00007002,P00004802,IP000007,2229430,1048813,2025-02-15T12:22:00
F00007003,P00000956,IP000160,3570979,3310676,2025-01-02T04:52:00
F00007004,P00000175,IP002050,219422,4490973,2025-03-22T02:24:00
F00007005,P00002670,IP000026,1105418,4690672,2025-02-20T21:23:00
F00007006,P00004763,IP002039,437368,4201087,2025-02-09T16:03:00
F00007007,P00004152,IP001797,1180584,2311193,2025-03-25T06:42:00
F00007008,P00001231,IP001955,2764155,1971231,2025-03-05T04:20:00
F00007009,P00000146,IP002299,3730277,3875039,2025-03-21T12:21:00
F00007010,P00001195,IP002451,3554316,3284418,2025-03-12T04:42:00
F00007011,P00003645,IP001290,4379484,3660141,2025-01-30T20:58:00
F00007012,P00000508,IP001330,300393,375935,2025-01-26T08:10:00
F00007013,P00004335,IP002275,2706305,2273656,2025-02-07T23:49:00
F00007014,P00004713,IP001192,3262214,2937326,2025-02-17T20:50:00
F00007015,P00000553,IP002033,4903619,1413786,2025-03-16T04:15:00
F00007016,P00000905,IP000266,2685554,1189248,2025-01-14T09:37:00
F00007017,P00003324,IP000502,4305282,3514479,2025-02-03T04:52:00
F00007018,P00003852,IP002396,3609741,4237502,2025-02-04T00:16:00
F00007019,P00001968,IP001943,1177134,227378,2025-02-05T23:47:00
F00007020,P00000554,IP001045,4540613,2642084,2025-02-10T23:40:00
F00007021,P00002126,IP001009,1835201,1124763,2025-03-27T05:33:00
F00007022,P00002671,IP002396,3422980,1751533,2025-03-20T22:38:00
F00007023,P00002077,IP000368,1913660,152145,2025-01-30T14:59:00
F00007024,P00000290,IP000990,3220691,1204724,2025-02-20T08:59:00
F00007025,P00003047,IP001601,4757318,965376,2025-02-09T20:53:00
F00007026,P00002728,IP002467,2009721,64202,2025-03-23T03:32:00
F00007027,P00002814,IP000328,4521701,4191297,2025-03-10T02:49:00
F00007028,P00003112,IP001155,27838,2355168,2025-02-07T23:40:00
F00007029,P00003510,IP000113,533270,293035,2025-01-18T09:50:00
F00007030,P00003561,IP000266,4804108,2915590,2025-02-24T19:44:00
F00007031,P00004156,IP001539,768166,4439314,2025-01-03T18:58:00
F00007032,P00001660,IP002350,4546383,3615513,2025-01-13T16:34:00
F00007033,P00002656,IP001752,3228922,946329,2025-02-15T22:34:00
F00007034,P00002448,IP000314,4642522,601710,2025-02-10T17:37:00
F00007035,P00004599,IP001487,477560,1905979,2025-02-20T13:00:00
F00007036,P00003800,IP000830,3227846,627563,2025-03-17T06:46:00
F00007037,P00001448,IP001166,1393072,3248085,2025-01-05T20:20:00
F00007038,P00000798,IP002152,667273,1094209,2025-03-29T18:43:00
F00007039,P00002552,IP000655,560112,1305007,2025-01-05T15:14:00
F00007040,P00000661,IP000983,1781222,4582891,2025-02-11T11:00:00
F00007041,P00003724,IP000184,3240650,326532,2025-03-23T12:51:00
F00007042,P00001924,IP002071,4944175,3723676,2025-01-12T08:00:00
F00007043,P00004932,IP001469,3867793,1905805,2025-02-07T04:14:00
F00007044,P00003834,IP001890,3082861,3654685,2025-03-13T01:36:00
F00007045,P00002431,IP000088,4614578,4951832,2025-01-10T17:50:00
F00007046,P00002523,IP000128,4016199,1060313,2025-02-23T04:10:00
F00007047,P00002764,IP001116,52259,1619383,2025-03-24T13:24:00
F00007048,P00004057,IP002393,2507502,667908,2025-01-15T14:29:00
F00007049,P00001583,IP000095,4976370,4299508,2025-03-28T11:08:00
F00007050,P00002084,IP001478,1306885,1133663,2025-01-13T04:58:00
F00007051,P00003067,IP001047,1050893,1418320,2025-03-15T20:48:00
F00007052,P00004173,IP000291,2174858,764544,2025-03-26T07:00:00
F00007053,P00001925,IP000830,1240762,2945487,2025-02-04T09:13:00
F00007054,P00002582,IP001766,910610,1973017,2025-01-16T01:19:00
F00007055,P00001729,IP000874,90579,2917510,2025-01-19T08:10:00
F00007056,P00003502,IP000930,905119,653551,2025-03-27T16:06:00
F00007057,P00001014,IP000999,4132687,1171779,2025-03-11T02:41:00
F00007058,P00001692,IP001722,3937455,454048,2025-02-03T12:25:00
F00007059,P00004191,IP000510,1772589,3107471,2025-01-17T18:12:00
F00007060,P00001441,IP000621,641009,983147,2025-01-11T05:07:00
F00007061,P00000627,IP002399,251422,4801679,2025-03-09T02:23:00
F00007062,P00004499,IP000200,4256208,4043951,2025-02-25T20:22:00
F00007063,P00004790,IP000896,1733239,391886,2025-02-08T23:07:00
